Comment,calcrete overprinting mafic
Comments,calcrete overprinting mafic rock
Comment,calcrete overprinting on transported soil
Comment_2,calcrete overprinting pisolitic lag gravels
Comment,calcrete overprinting residual soil
Comment,calcrete overprint + qz-clay-mica schist sap
Description,Calcrete/pale brown/very hard
Comments,calcrete rich horizon
Comment,calcrete rich soil
Comment_2,"""calcrete, sand, clay"""
Comments,"calcrete, sand, clay"
Comment_2,"""calcrete, sand, pebbles"""
Comments,"calcrete, sand, pebbles"
Comments,Calcrete + sandy - moist coarse qtz sands low clay content
Comment,calcrete + schist
Drill_Log_Description,calcrete (-silcrete)
Comment,CALCRETE/SILCRETE
Comments,calcrete-silcrete lithified + minor qtz sand
Comment_2,calcrete/silcrete lithified + minor qtz sand
Comments,calcrete/silcrete lithified with min qtz sand
Comments,"calcrete soils, (CO3!)"
Comments,Calcrete + tertiary clays (moist) - khaki coloured
Comments,"""calcrete, Water Table- 5m"""
Comments,"calcrete, Water Table- 5m"
Comments,calcrete with 40% alluvial gravels and sand
Comment_2,CALCRETE WITH BLEACHED & FERRUGINOUS CLAYS
Comments,calcrete with minor qtz sand
Comment,calcrete with qz + hard
Comment_2,CALCRETE WITH SOME BLEACHED CLAYS
Comments,Calcretous/Silcrete?
Comments,CALC SCHIST
Comments,CALC SCHIST?
Comments,Calc;silicate alteration (diopside?)
Comments,"CALCSILICATE chemical exhalative sediment, or VEINED High Mg BASALT, sheared, weak bio alt;q-diops veined with py,sph at 285.9 and 286.9m -TS at 291m: Calc Silicate chemical sediment"
Comment_2,calc-silicate -diop
Comment_2,calc-silicate meta-sediment
Comment_2,calc-silicate with abdt po and ccy
Comment_2,calc silicate with abdt po and some ccp
Comments,calico misnumbered 8 to 12m renumber bays to fix
Comments,calic veining
Comments,CALLED FINT BUT COULD BE BLEACHED MAFIC? WEATHERED LIGHT GREEN
Comment,Called  Slate  in comments
Comments,cally contorted; first metre is greenish yellow and may have epidote; some 10cm laminated yellow grunerite rich beds
Comment,calrete present (minor)
Comments,calrite veins
Comments,calrite veins - very little mineralisation
Comments,caltrate vns
Comment_2,caly sap
Comment_2,caly saprolite ferruginous
Comments,CAMPBELL
Comments,can be 3mm long
Comments,canga
Comments,canga?
Comments,Canga
Comment,CANGA
Comments,"Canga all the way. Clasts of Hem/HG, SA/SR, 3-30mm dia held together ina goethitic matrix.Minor clay"
Comments,Canga as surface
Comments,"""""""Canga"""" = CH angular breccia supported by LI-matrix"""
Comments,"""Canga (CH-jaspilite) cemented by LI-matrix, Fw contact= ~9.5m, Czlt(?)"""
Comments,Canga EOH
Comments,Canga. EOH
Comments,Canga footwall EOH
Comments,Canga Footwall. EOH
Comments,"""Canga like material (lacks hematite). Limonite, goethite and hematite fragments cemented with limonite,clay and fine sands, very open porous structure, some BIF fragmentsseems to be dominated by secondary iron hyroxides, some relic patches of hematite rep"""
Comments,canga outcropping; pisolites and vitreous goethite
Comments,Canga recemented ironstone porous
Comments,Canga recemented ironstone porous hem-rich
Comments,Canga with mag pisolites
Comments,Cangish looking interval. broken up with very poor core recovery.
Comments,canned hole  sample to moist probable contamination through splitter
Lith_Desc,Cannot see any spinifex texture.
Comments,can see small pyrite frag's within qtz host
Comments,cant ell probably Ultramafic
Comments,can't identify as too weathered
Comment,can trace in CUDD06 and 007
COMMENTS,can't see any fs porphs so maybe large dirty qz vn
comments,can't tell if ums sheared or originally usp
Comments,can't tell what it is
Comments,caosre pisolitic laterite
Desc21,CAP
Comment,"""Ca patches reminisent of amygdales; fs vague, chloritic; probably sc4 dacite; some patches fs 1/2 - 2 1/2 mm, squat abundant in mildly chloritic matrix; no coarse qtz; some patches coarser fs to 5mm ? In lower half."""
Comments,"capillary zone, slightly moist."
Comments,cap or sed
Comment,caprock
Comments,cap rock
Comments,cap rock?
Comment,"""caprock and clay, hard drilling. Hole aband."""
Comments,"cap rock, angular clasts in siliceous matrix"
COMMENTS,caprock+bif
COMMENTS,caprock+clays
Comments,caprock v. hard on blade
Comment,caprock.with sili per.
Comments,ca-py-po filled joint
Comments,ca-py-po vt
Comments,ca/q stringer
Comment,ca-qz veined chlor flecked sdst; mostly 5mm veins one 50mm v cs
Desc13,car
Desc13,carb
Desc11,CARB
Comments,carb alt
Comments,carb alt?
Comments,carb alt.
Comments,carb. Alt
PRIM_DESCP,CARB ALT
Comments,carb alt 1%
Comments,carb alt 2%
Comments,carb alt 3%
Comments,carb alt along veining
Comments,carb altd high Mg balsalt 
Comment,"""carb alt dlt, massive mg dlt"""
PRIM_DESCP,CARB ALTER
Lith_Desc,Carb alteration
Comments,Carb alteration   (Colour):  gngy
Comments,"""carb alteration moderate to minor fol controlled chl alt, principally serpentine and tlc (Au precursor)"""
PRIM_DESCP,CARB ALTERED
Comment,carb altered duricrust
Comments,carb altered high mag basalt/ ???
Comment,carb altered soil
Comments,carb altered transported soil with fine gravel
Comments,carb alt in felsic dyke
Comments,carb alt in veinlets
Comments,carb alt in veinlets (sulph)
Comments,carb alt & pyt
Comments,carb alt (?) very sch
Comments,carb alt w/ 5% sulph
Comments,carb alt w/ chlor; pyt; carb
Comments,carb alt w/ sulph
Comments,carb & chlor veining
Comment,CARB FILLED AMYGDALES IN BASAL 5m
Comment,carb & filled shatter bx of FSPH dacite; large clasts
Comment,carb gravel lag
Comments,CARBOANCEOUS SHALE
Lith_Desc,carbonaceous
Comment,Carbonaceous?
Comment,CARBONACEOUS
Comment,CARBONACEOUS 
Comment,CARBONACEOUS AND SANDY TOP OF UNIT
Comment,CARBONACEOUS BANDS INCREASING TOWARD THE BASE OF UNIT
Lith_Desc,Carbonaceous black shale
Comments,carbonaceous black shale vfg minor pyritevfg
comments,carbonaceous clay
comments,carbonaceous clay w/o qtz
Comments,carbonaceous dark grey shale
Comments,"""Carbonaceous graphitic black shale, minor goethite on fractures - EOH"""
Comment,Carbonaceous in part
Comment,CARBONACEOUS IN PARTS
Comment,"""CARBONACEOUS IN PARTS, SANDY BANDS IN CREASING TOWARDS BASE OF UNIT"""
Comments,Carbonaceous/ magnesite?
Comment,CARBONACEOUS NEAR TOP AND BOTTOM OF UNIT
Comment,CARBONACEOUS NEAR TOP OF UNIT
Comments,Carbonaceous sand + clay
Comments,CARBONACEOUS SHALES; EOH 200M
Lith_Desc,"carbonaceous, sulfidic"
Comment,CARBONACEOUS TOP AND BOTTOM OF UNIT
Comment,CARBONACEOUS TOP OF UNIT
Comment,CARBONACEOUS TOWARDS BASE OF UNIT
Comment,CARBONACEOUS TOWARDS TOP OF UNIT
Comment,"""CARBONACEOUS TOWARDS TOP OF UNIT, SANDY TOWARDS THE BASE OF UNIT"""
Lith_Desc,carbonaceous/tr. sulfides
Comments,carbonate?
Comments,Carbonate
Comment,CARBONATE?
Comments,carbonate >50% of rock
Comments,carbonate alt 1%
Comments,carbonate alteration
Lith_Desc,Carbonate alteration
comments,Carbonate alteration and veining
comments,Carbonate alteration paler colour than same lithology below due to stronger carbonate alteration.
comments,"""Carbonate alteration varies significantly over interval, very patchy, not coherent even through single metre intervals."""
Comments,CARBONATE ALTERED
Comment,carbonate altered matrix
Comments,Carbonate and pyrite
Comments,"""carbonate as stringer veins and fracture fill, boudingaged chert bands - soft sed deformation"""
COMMENTS,Carbonate banding ?
Comments,"""carbonate bands increased, drop in magnetite"""
Comments,carbonate bedding in banded iron
Comments,carbonate cement calcrete/magnesite?
Comments,carbonate? cement/hardpanisation of a lateritic gravel.
Comments,carbonate? cement present
Comments,carbonate? cement within siliceous hardpan
Comments,carbonate chips
Comments,carbonate coated laterite
Comments,carbonate cover
Comments,carbonated
Comments,carbonated?
Lith_Desc,Carbonated
Lith_Desc,Carbonated actinolite
Lith_Desc,Carbonated actinolite Rock
Comment,carbonated aprolitic duricrust
Comment_2,CARBONATED - CHLORITISED MAFIC
Comment_2,CARBONATED - CHLORITISED MGN MAFIC
Comment_2,CARBONATED - CHLORITIZED MGN MAFIC
Comments,carbonated duricrust
Comment_2,CARBONATED FGN MAFIC
Comments,carbonated hardpan
Comment_2,CARBONATED MAFIC
Comment_2,carbonated mafic basalt
Comments,"carbonated mafic basalt, amphibolite grade, hole abd"
Comments,"carbonated, massive, black"
Comment_2,CARBONATED MGN MAFIC
Comments,"carbonated, much slower drilling"
comments,"""carbonated, possibly felsic unit within fault zone."""
comments,Carbonated shear
Comments,"carbonated, sheared"
Comment_2,carbonated soil
Comment_2,carbonated transported gravel lag
Comments,CARBONATE FACIES
Comments,CARBONATE FACIES (CB REPLACES SI)
Comment,"""carbonate-filled amygdales, disseminated pyrite associated with sericite"""
Comments,Carbonate/haematite
Comments,carbonate infill on fractures and stringer veins
Comments,CARBONATE IN VESICLE
Comments,CARBONATE IN VESICLES
Comments,CARBONATE IN VN
comments,carbonate leached
Comments,carbonate mg
Comments,carbonate nc/alk
Comments,CARBONATE OCCLUSIONS
Comment,carbonate overprinting residual duricrust
Comments,carbonate overprinting with carbonate crystals giving porphoritic texture
Comments,"Carbonate- powder, washes out"
Comment,carbonate prob magnesite
Comments,Carbonate/pyrite
Comment,"""Carbonate qtz veined, mod strongly foliated dolerite cap to coarse dolerite below. Occ thin v.c seg. Vn int. dec. d/h. consistent. G-s through out, some fom to fos / shear zones, m mag and bi alt. Lucoxene through out."""
Comments,"""carbonate replacement of chert beds-few patches of chert remaining, trace pyrrhotite, weakly folded with micro-faults"""
Lith_Desc,carbonate rich
Lith_Desc,carbonates
Comments,carbonate spotted mafic/ultramafic rock;1-2mm rectangular spotted carbonate crystals in a vf grained blackish amphibolitic matrix; no talc and non magnetic; sharp contacts 
Comments,carbonate stringers
Comment,"""carbonate stringers, CTC.(Vein Int=M and Vein_Max_Width=1)"""
comments,carbonates weathered
Comments,carbonate vein
COMMENTS,carbonate vein?
COMMENT,Carbonate vein
COMMENT,CARBONATE VEIN
COMMENT,carbonate vein 1%
COMMENT,CARBONATE VEIN 102.8-103.1
COMMENT,carbonate vein 3%
COMMENT,?CARBONATE VEIN 94.6-95.2
Comments,carbonate veined dark magnetite rich BIF with few quartzite beds;with minor greenish shales
Comments,CARBONATE VEINED TALC SCHIST
COMMENTS,CARBONATE VEIN. HARDER MATERIAL TO DRILL. AMPHIBOLE - AMPHIBOLITE?
Comments,carbonate veining
Comment,Carbonate veining
Comment,CARBONATE VEINING
Comments,Carbonate veining/fracture fill. 
Comments,carbonate veining/pyrite
Comment,Carbonate veining (Vein Int=M and Vein_Max_Width=2)
Comments,Carbonate veinlets in fractures with pyrite/pyrrhotite.
Comments,CARBONATE VEINLETS NEAR CONTACT
Comments,carbonate veins
Comment,Carbonate Veins
Comments,carbonate veins / dis sulphs
Comments,Carbonate veins overprint talc alteration
Comments,carbonate vein zone with up to 20cm thick low angle veins with SIF brecciated fragments
Comments,CARBONATE VN
Comments,CARBONATE VNS
Comments,carbonation (chart)
Lith_Desc,carboneceous shale/siltstone
Comments,carb on joint face
Comments,carbonte chips?
Comment,carb overprinting transported thin soil
Comments,carb porph's lineated gabbro to dolerite
Comment,"""Carb / qtz flooding in parts, v sharp contacts, internal shearing."""
Comments,carb & qtz veins
Comments,"""carb-rich tuff breccia, wk popy"""
Comments,Carb shale below mafic dyke
Lith_Desc,CARB SSH+ABD FERRUG FRAG
Comment,CARB ST ASSOC. WITH 10cm QV FROM 319m
Lith_Desc,"carb, sulf,yellow flecks"
Comments,carb veining/weak vein
Comments,carb veins
Comment,CARB VNLT'S VX 12%
Comments,carb vns
Comments,carb weath
Comment,Carby Base of Unit
Comment,"""Carby base of unit, Minor Sandy Bands"""
Comment,Carby in parts
Comment,Carby In Parts
Comment,"""Carby in parts, Micaceous in parts"""
Comment,Carby top of unit
Comment,carcrete overprint on sap duricrust
Comment,"""CA rich Veins, Qtz veins to 10cm"""
Comment,"""Ca rich zone possibly a Bx/fault zone, Sericitic base, Clt flecks"""
Desc13,carl
Comment,CASE OFF WITH FOAM
Comments,ca-si coarse grained vein - zoned with si and ch
Comments,"Casing forced to 115m, in highly fractured zone"
Comment,ca - si spotted chlor mass slst; minor sph stringer
Comments,ca stringer
Comments,Cataclastic breccia with polymictic clasts exhibiting relict foliation; late shr and myl apparent; disseminated slf associated with veining.
Comment,CATACLASTIC MILL BRECCIA
Comment,Catalpa Fault
Comment,Catalpa fault zone? Mod to strongly bx mg dlt? With qtz vns throughout.
PRIM_DESCP,CAV
Comment,"""caved and bogged rods, EOH."""
Comments,cave in
Comments,CAVE IN
Lith_Desc,cave in ABD
Comment,"""ca-veined clt-alt-fs-dacite; ca to 40cm thick, irregular"""
Comment,"""ca-veined fs-dac, fs <=3.5mm abundant; locally bx (?autobx); minor sed bx,ser altn variable locally strong; minor pyrite developed in veining"""
Comment,ca veined v strongly foliated dac/dac bx
Comment,ca veining
Comment,Ca veins
Comment,Ca veins parallel to foliation
COMMENTS,"""CAVERNOUS CHALCEDONY,EOH-8M."""
COMMENTS,"""CAVING,ABD.@ 14M."""
COMMENTS,caving abd  rk unknown
COMMENTS,caving and blocking - aircore required
Comment,"""CAVING, HOLE ABD."""
Comment,CAVING. NO CONTAM
Comment,CAVITIES 12-18M
Comments,Cavities 23.5-26
Comments,cavities and broken ground; small sample return
Comments,cavities around 23 & 25m
Comments,"""cavities,boxworks common"""
Comments,cavities'boxworks common
Comments,Cavities Broken
Comments,cavities porous
COMMENTS,cavities suggest leaching
Comments,cavitiy
Comments,cavity
Comment,Cavity
Comments,CAVITY
Comments,CAVITY?
Comments,cavity; *20cm
Comment,Cavity 7 - 7.5 m
Comments,cavity at 83m
COMMENTS,"""cavity, edge of altered SB, broken ground"""
Comments,"""Cavity fill and disrupted weathered BIF which fragmments dominate lower portion of zone, recovery very low and upper portion appears to be more goethitic infill materials.Parts cemented with limonite. Very sharp boundary with underlying magnetic BIF"""
Comments,Cavity fill? Zero competence. 40.3-47.9m: 6.1m core loss.
Comments,Cavity fill? Zero competence. 40.3-47.9m: 6.1m core loss. 
Comment,Cavity from 42 - 45m
Lith_Desc,cavity infill
Lith_Desc,cavity infilling
Lith_Desc,cavity infilling?
Lith_Desc,"cavity infilling?,wet sam"
Comments,cavity intersected
Comments,Cavity; no core recovery
Comments,cavity; no core return
comments,cavity no return
comments,"cavity, no return"
Comments,Cavity? - no samle
Comments,cavity no sample
Comments,"cavity, no sample"
Lith_Desc,Cavity - no sample
Comments,Cavity? - no sample
Comments,Cavity No Sample
Comment,CAVITY (no sample)
Comments,CAVITY - NO SAMPLE
Comments,cavity' no sample possibly fault related 
Comments,Cavity or washed away; no sample recovered
Comments,Cavity present
Comments,CAVITY  SMALL SAMPLES 32-34M ? SHALES
Comments,Cavity veining; healed breccia textures
Comments,CAVITY; WET
Comments,cavity with 20% recovery
Comments,Cavty? - no sample
Comments,cb
Comments,cb 
Comments,cb  
Comments,cb?
Gen_Desc1,CB
Comments,"""cb, 2cm"""
Comments,"""cb, 2cm wide"""
Comments,CB? 2S UNIDENTIFIED CREAM COLOURED SOFT MINERAL - CARBONATE?
Comments,CB? 3S UNIDENTIFIED CREAM COLOURED SOFT MINERAL - CARBONATE?
Comments,"cb?, 5% py"
Comments,cbacclep in veins
Comments,cbac injected into fractures
COMMENTS,cbacvns w/ chl-ac selvs
Comments,cb alt?
COMMENTS,cb altn starts
comments,"cb alt sheared dol, lam QV @ 59.2, 60.3"
Comments,CB AND QZ FLOODED PORPHRY MINOR PO IN VN SELVAGES EOH
comments,cb as calcrete veins
Comments,CB & BI SCHIST
Comments,cbbsi
Comments,cbchl
Comments,cbcl
Comments,cbcl 
Comments,cb/cl/bt veinlet
Comments,cbclepy
Comments,cbcl foliation
Comments,cbcl veinlet 4mm thick
Comments,cbcp
Comments,cbe
Comments,cbep
Comments,cbepq
Comments,cbepy
Comments,cb filled crack
Comments,cb filled fracture
Comments,cb healed crack
COMMENTS,cb infill protolit=vessic Mb.
Comments,cb in foliation
Comments,cb in sh
Description,"""CB intrusion with brecciated Abv from 50.50-50.75m, alterated Abv? grading into str. fol., altered? Aod"""
comments,cb is cryst in mafic ch band within SCF
Comment,cb leached out leaving vuggy app.
Gen_Desc1,CBN
Comments,cb n face
Comments,cb on face
Comments,cbpy
Comments,"""cb-py alt , more pervasive"""
COMMENTS,cb-py-ch-qzinfill
Comments,"cb?, py on fracture planes + molybdenite?"
COMMENTS,cb+py+po infill
COMMENTS,+cb-py veins w/ si selvs
COMMENTS,cbpy vns=ch selv=sibi selv
Comments,cbq
Comments,cbqcl vein
Comments,cbq filled joint
Comments,cbq on face
comments,cb rich unit
comments,cb rich unit with minor js 
description,C BR RCY.
Comments,cbs
Comments,cbs 
Comments,cbschl
Comments,cbsi
Comments,cbsi 
Comments,"""cbsi, 14cm wide"""
Comments,"""cbsi, 17cm wide"""
Comments,"""cbsi, 1cm wide"""
Comments,"""cbsi, 4cm wide"""
Comments,cbsiac
Comments,"""cbsiac, 16cm wide"""
COMMENTS,cb+si altn increased
COMMENTS,cb-si-ch-di-altd porf Mg
Comments,cbs in sh
Comments,cbsi witin shear
Comments,""" + CB, SMALL BRECCIA ZONE (5CM) AT 52.2, BIOTITE ALTERATION AT 52.85"""
Comments,cbs on face
Comments,cb stringer
Comments,Cb/Talc veinlets.  Strong brittle fracture.
Comments,Cb/Talc veinlets.  Strong brittle fracture. 
Comment,Cb to pb dacitic clasts in volc bx w ser altd clasts.
Comment,Cb to pb mas variably altd vbx w clt and se altd fs ph dac clasts
Comment,Cb to pb strongly weath weakly fol weakly to mod bx feld ph dac vbx.
Comment,"""Cb to pb strongly weath weakly to mod fol dacitic vbx w goethitic clasts in white kaolin matrix, rare feld pheno remnant clasts."""
Desc13,cbv
Comments,Cb veining with talc alteration halo - preserves primary banding. 
Comments,cb veinlet
Comments,Cb veinlets 112-113.2m
Comment,CB VEINS
Comment,"""CB VN 236.4-.6, 237.7-.9m"""
Comments,cb vns to 209m
Gen_Desc1,CBX
Comment,"""Cbx sdst w/ qzca vn ? Infill. Clasts strongly angular clasts w/ weak jig fit. Qzca infill has common py and mnr sp. Remob w/ ht fluid? Clasts are of clt alt sdst. Poss ankerite, pressure fracturing?"""
PRIM_DESCP,CC
SachetComments,CC? FC/10%
Comments,Ccl half of first metre
Comment,c col rsp clays.
Comments,cc; Oxidation Relogged by MM 23/07/2014
Comment,"""CCP appears just above lower contact with post DAC, 15% ds ccp in the last 4 cm."""
Comment,CCP disseminated through ore.  Contained as disseminations within pyrite clasts throughout massive sphalerite also
Comment,ccp - py - po stringer zone in strongly clt altd slst.
Comment,"""CCP - QTZ - PY vns in dol margin - foliated, FG."""
Comment,CCP ST NEAR BOTTOM OF INTERVAL
Lith_Desc,"(cc,py,cp)"
Comments,cct very minor.
Comments,'Ceiling Ultramafic Package?' as clay-rich saprolite
Comments,Ceiling Ultramafic Package?' as clay-rich saprolite
Comments,"cellular texture, 5% recovery"
Desc14,cem
Gen_Desc1,CEM
Comments,cemented
Lith_Desc,Cemented
Comments,cemented and partly ferruginised saprolite
Comments,cemented and puggy felsic saprolite 
Comment,"""Cemented, as previous fault orientations"""
Comments,cemented brecciated qtz silcrete layer
Comments,cemented but breaking up due to drying; matrix supported
Comments,cemented cap
COMMENTS,cemented caprock
Comments,CEMENTED CHERT LATERITE
Lith_Desc,cemented clats
Lith_Desc,cemented clats ws
Lith_Desc,cemented clays
Comments,cemented clays and qtz fragment - saprock - felsic?
Comment,CEMENTED CLAYS - CLAYSTONE 5 - 11M
Comments,cemented clays + gravels
Lith_Desc,cemented clays (ka)
Lith_Desc,Cemented clays (Ka)
Lith_Desc,"cemented clays (ka,li)"
Lith_Desc,"cemented clays (ka),ws"
Lith_Desc,"cemented clays (ka), ws"
Lith_Desc,"Cemented clays (Ka), (ws)"
Lith_Desc,"cemented clays(li,fe,ka)"
Lith_Desc,"cemented clays(li,fe,ka),ws"
Lith_Desc,"cemented clays,pisolites"
Lith_Desc,"cemented clays,pisolites,ds"
Lith_Desc,cemented claysws
Lith_Desc,cemented clays ws
Lith_Desc,"cemented clays,ws"
Lith_Desc,"cemented clays, ws"
Lith_Desc,"cemented clys, ws"
Comments,cemented colluvium
Lith_Desc,cemented contaminated (wet)
Lith_Desc,cementeddddddddddd
Comments,cemented detritus
Comments,cemented (ds)
Comment,Cemented fault
Lith_Desc,cementedf clays
Lith_Desc,cemented felsic parent to 10m
Comments,Cemented ferricrete sand
Lith_Desc,cemented ferrug frags
Comments,Cemented ferruginous sand
Comment_2,CEMENTED FERRUGINOUS XIR + MINOR SANDY CLAY.
description,CEMENTED GOETHITE COATED XLA.
Comments,cemented gravel
Comments,Cemented gravel best descibed as laterite consisting of fragments of hematite often rimmed with limonite and goethite supported by a quartz cemented sand which becomes more ferruginuos towards the end of the interval and generally mde from fragmental pick
Comments,Cemented gravel laterite
Comments,cemented gravels
Comments,"""Cemented gravels, clay"""
Comment_2,CEMENTED GRAVELS + XIR.
Comments,cemented gritty qtz saprolite
Comments,"cemented, hard"
Lith_Desc,cemented ka
Lith_Desc,cemented ka (tc) to 21m
Comments,cemented laterite chips
Comments,cemented laterite cover
Comments,cemented laterite gravel
Comments,cemented laterite pieces
Comments,cemented Lff nodules
Comments,cemented; locally derived colluvium with rock fragments to 2cm across
Comments,CEMENTED LPS WITH CUTANS - LOCALLY DERIVED(?) TRANSPORTED
Comments,cemented motled saprolite
Comments,cemented mottled clay zone + pisolitic gravels
Comments,"""cemented, mottled saprolite """
Comments,cemented mottled saprolite 
Comments,cemented mottled saprolite zone
Comments,cemented pallid clays
Lith_Desc,Cemented pis
Comments,Cemented pis   (Colour):  br
Comment_2,CEMENTED PISOLITE GRAVELS.
Comment_2,CEMENTED PISOLITE GRAVELS +XIR.
Comments,cemented pisolites
Comments,cemented pisolitic + qtz fragment laterite
Comment,"""cemented pisol laterite, grades into mottled lim / hem stained zone with scattered pisol with ang qtz grit < 3mm throughout mnr clay veining // surface."""
Lith_Desc,cemented pisos
Lith_Desc,"cemented pisos,li coatings"
Lith_Desc,cemented Qff
Comments,cemented qtz clays + pisolitic gravels
Comments,cemented qtz feldspar saprock chip - felsic?
Comments,cemented qtz fragment saprolite
Comments,cemented qtz fragments - lateritic? 
Comments,cemented qtz mica saprock
Comments,cemented qtz mica saprolite
Comments,cemented qtz nontronite saprolite
Comments,cemented qtz saprock
Comments,cemented qtz saprolite
Comments,cemented qtz saprolite/saprock
Comments,cemented qtz saprolite - slightly mottled
Comments,cemented qtz saprolite zone
Comments,Cemented sand
Comments,cemented sand and gravel
Comments,CEMENTED SAND HARD PAN
Comments,Cemented sand + lag gravel
Comments,cemented sandy grains
Comments,cemented saprolite
COMMENTS,"Cemented snadstone, with pyrtie-silica cemnt"
Lith_Desc,cemented talc
Comments,CEMENTED WEAKLY LATERITIC
Comments,cemented weathered saprock?
Lith_Desc,cemented ws
Lith_Desc,cemneted clays (ka)
Lith_Desc,cem.pis.lat.
Comments,Centimetric to millimetric alternance of pink and grey chert with magnetite bands. Medium magnetism 25% Fe. Weak deformation; a few faults.
Comments,"Ceram-Beige, Partly Ox, C.G, Massive, Qtz Fs Hb Granite"
Lith_Desc,Certainly basement after 22m
Comments,cg
Comment,CG
COMMENTS,CG 8.2-12
Comment,"""c.g. <8mm f'spar equigranular or elongate parallel to foliation, 'ghosted' and ca altered in part, wispy clt/biot parallel to foliation"""
Description,c/g Aan/Aod or pyroxenite? 2-4mm diameter ppb AM/PX?
Description,c/g aegirine subhedral crystals within Aan as per 57.45 to 102.40m
Comments,cg alluvial sands
Lith_Desc,cg amphib? + basalt
Comment,Cg and gr sdst w/ fine silty laminae decreasing frequencey d/h. grading into next unit which is true breccia w/ distinct clasts. V fine < 2mm clastic material grading up to next unit.
Description,"""c/g Aod/Aan/pyroxenite? Poorly fol., crystals 2-4mm, g/s decr. with depth"""
Description,"""c/g Aod/Aan/pyroxenite? Poorly foliated, crystals 2-4mm"""
Description,"""c/g Aod/Aan/pyroxenite? Str. fol. and deform., crystals 2-4mm"""
Lith_Desc,cg biotite flakes
Comments,cg bt flakes in mg felsic tuff
Gen_Desc1,CGC
Description/Notes,CG cubic pyrite with MX within qtz aplite
Comment,CG DLT THAT FINES SLIGHTLY DOWN HOLE
Comment,"""Cg dlt w/ chill margin at top of unit. Last 2m distinctly coarser w/ lenticular mineral growth and bnd bi alt, poss separate dlt intrusive? Mod / weak qzca veining w/ some ankerite?"""
Lith_Desc,"cg.dol,cg.bi.flakes"
Comment,"""c.g. elongate f'spar, <7mm parallel to foliation, 'ghosted' in part, chilled top, wispy clt/biot parallel to foliation"""
Comment,"""c.g. elongate f'spar, <8mm parallel to foliation, 'ghosted' and ca altered in part, wispy clt parallel to foliation"""
Comment,"""Cg Equigran vbx, mod fol w si - se altn in foliation py (dis) in fol and g'mass."""
Comment,Cg feld phyr dac w per s clt altn.
Comment,"""CG FELS,CLT ALT AMPH, EQUIGRANULAR DLT"""
Comment,CG FELS PHYRIC DAC+1-2MM QTZ XLS
Comment,"""CG FELS PHYRIC & SCATTERED QTZ PHYRIC DAC, SAME AS 203-226m"""
Comment,"""CG FRAGMENTAL VC/BX WITH CLT ALY ANGULAR CLASTS IN CG FRAGMENTAL MATRIX, PATCHES OF BROKEN CORE-FAULTA"""
Comment,CG FROM 710-720m
Comment,Cg fsph dac.
Comment,cg FSPH dacite; euhedral feld<8mm carb alt; perv silic/carb alt g'mass; mnr chl alt on frc; tr lim stain on frc
Comment,Cg fsph dac w clt altn in fs phenos.
Comment,"""CG FSPH fol dacite euhedral feld elongate I/p // fol<10mm growth zoning preserved, wispy chl & patchy wispy ser // fol, scattered subrdd qtz<6mm"""
Comment,Cg fsph post min dac w abund feld phenos.
Comment,Cg fsph post min? dac with spo se altn in felds. Feld phenos up to 15mm.
Comments,cg fx rich mafic MGR
Comments,cg fx-rich mafic MGR
Comments,cg fx-rich mafic MGR; some MAM present
Lith_Desc,cg gabbro??
Comment,Cg graded mas pum sdst weakly bxd near base.
Comments,cg granite
Comments,cg granite dyke
Comments,cg granitic rock
Comments,"""cg I margins, F core, 3mm PL laths"""
Comment,"""CG interior, chilled contacts"""
Comments,CG laths of plag - Mafic??
Major Desc,cg leucogranite to pegmatite. mn hm stng. bxd and clayey lcon.
Comments,C/g mafic intrusive
Comments,"""C/g mafic intrusive (moderately foliated) intervals present, subordinate amphibolite (f/g-m/g) intervals present"""
Comment,Cg mas clt / ca alt dolerite with abund dissem mag; mod - wk fol chilled margins top + bottom; 120.1 - large qtz carb vn sub // core axis assoc mnr shear.
Comment,cg mas Clt dolerite; abund dissem mag; patchy Epi or Ca generally don't coexist; patchy abund dissem leucoxene forms pale grey clots<1.5mm sometimes forms vn selv
Comments,cg massive mica
Major Desc,cg massive pegmatite. cg musc tt. fault zones tt observed as zones of increased oxidation. wy to my vuggy.
Major Desc,cg massive pegmatite. cg musc tt. fault zones tt observed as zones of increased oxidation. wy vuggy.
Major Desc,cg massive pegmatite. cg musc tt. fwk to mod oxd and vuggy. cn fe oxideds tt. 
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt.  
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt. fault zones tt observed as zones of increased oxidation. wy vuggy.
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt.  mn oxidation with orange fe oxide mineral present? 
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt.  mn oxidation with orange fe oxide mineral present? some zenoliths up to 10cm tt.
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt. significant gnt dev proximal to contacts.  
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt. significant gnt dev proximal to contacts and tt.  
Major Desc,cg massive pegmatite contacts relative planar. cg musc tt. v cg musc books.
Major Desc,cg massive pegmatite contacts semi irregular. 
Major Desc,"""cg massive pegmatite, lower contact extremely irregular. cg musc tt. fault zones tt observed as zones of increased oxidation. wy vuggy."""
Comment,CG massive sandstone W abund qtz clays.
