id,cleanup_term,source,definition,exactmatch1,historynote,note,sourcenote,parent1id,parent2id,parent3id
1260,strike_separation_sense,FaultMovementType_2016,A fault along which there is some separation parallel to the strike of the fault.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0009,,,GGIC vocabularies working group (Australia),top,,
1261,strombolian_eruption,EventProcess2016,"Eruption characterized by jetting of clots or ountains\ of fluid, basaltic lava from a central crater",http://resource.geosciml.org/classifier/cgi/eventprocess/0071,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",eruption,,
1262,sericitic_alteration,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0020,,,this vocabulary,alteration_not_specified,,
1263,stretching_lineation,LineationType_2016,"Lineation defined by elongate (prolate) fabric elements in which the alignment of the fabric elements, and the formation of prolate fabric elements is interpreted to be the product of crystal plastic deformation processes. Associated with mylontic foliation.",,,,this vocabulary,particle_shape_lineation,tectonic_lineation,
1264,sedimentary_layering,FoliationType_2016,"Layering resulting from primary sedimentary processes, in which the individual layers (beds) are bounded by discontinuities related to events in the depositional history.",,,,this vocabulary,layering,bedding_fabric,
1265,syngenetic_particle,ParticleType_2016,"A type of nonbiogenic particle formed by in situ or intrabasinal physical-chemical-mechanical processes without the direct biochemical activity of organisms, penecontemporaneously with sediment accumulation or during diagenetic modification.",,,,NADM SLTTs 2004,granular_particle,,
1266,sedimentary_process,EventProcess2016,A phenomenon that changes the distribution or physical properties of sediment at or near the earth's surface,http://resource.geosciml.org/classifier/cgi/eventprocess/0067,,,this vocabulary,geologic_process,,
1267,shape_not_specified,ParticleShape_2016,Shape property may have any value. Use in normative definitions where shape may take any value.,,,,this vocabulary,top,,
1268,slightly_flattened,ParticleAspectRatio_2016,"Particles are 'Compact-platy' in Sneed&Folk, (1958), S/L is between 0.5 and 0.7 and (L-I)/(L-S) is less than 0.33.",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",oblate,,
1269,slightly_indurated,ConsolidationDegree_2016,Rock can be broken with single blow from standard rock hammer (less than 1 kg mass).,http://resource.geosciml.org/classifier/cgi/consolidationdegree/0008,,,This vocabulary,indurated,,
1270,strongly_flattened,ParticleAspectRatio_2016,"Particles are 'very platy' in Sneed&Folk, (1958), S/L is less than 0.3 and (L-I)/(L-S) is less than 0.33.",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",oblate,,
1271,stromatic_layering,FoliationType_2016,"Tectonic layering in which variations that distinguish the layers are the result of melt segregation during high-grade metamorphism, some layers have magmatic/igneous mineralogy. Plates 143 and 144, Borradaile et al [1982] (page 344-347) Syn. Migmatitic layering, lit-par-lit layering",,,,"Weiss 1972, Borradaile et al 1982, Neuendorf et al. 2005",metamorphic_layering,,
1272,stratigraphic_part,GeologicUnitPartRole_2016,A geologic unit part that occupies a particular stratigraphic position within a geologic unit. Part is a particular body of rock.,,,,This vocabulary,part_of,,
1273,solution_cleavage,FoliationType_2016,"Spaced cleavage forming an array of parallel to anastomosing, stylolitic to smooth, fracture-like partings formed by rock dissolution. Dissolution is indicated by discontinuity and offset of primary features that intersect cleavage surfaces, and typically by accumulation of insoluble residue along cleavage surface. Syn. stylolitic cleavage, pressure solution cleavage",,,,"Geoscience Victoria, Australia",spaced_cleavage,,
1274,syngenetic_nodule,ParticleType_2016,"Particle formed by chemical precipitation at sediment-water interface, lacking layered structure that characterizes coated grains. Includes glauconite grains, manganese nodules, phosphate grains. Manganese nodule--\An irregular, black to brown, friable",,,,"NADM SLTTs 2004, Jackson 1997",nodule,,
1275,slightly_prolate,ParticleAspectRatio_2016,"Particles are compact-elongated in Sneed&Folk, (1958), S/L is between 0.5 and 0.7 and (L-I)/(L-S) is greater than 0.66.",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",prolate,,
1276,small_concretion,CompoundMaterialConstituentPartRole_2016,"A hard,compact mass or aggregate of mineral matter,normally subsperical but commonly oblate,disc-shaped or irregular. Formed by precipitation of mineral from solution in the pores of a granular rock,localized around a nucleus or center,to define a discrete,sharply separated object. Size ranges from cm to decimeter for application as a compoundMaterialConstituentPart, larger concretions should be considered GeologicUnit parts.",http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0033,,,"Neuendorf et al,2005",structural_part,,
1277,sea_level_change,EventProcess2016,Process of mean sea level changing relative to some datum,http://resource.geosciml.org/classifier/cgi/eventprocess/0064,,,this vocabulary,geologic_process,,
1278,strongly_prolate,ParticleAspectRatio_2016,"Particles are very elongated in Sneed&Folk, (1958), S/L is less than 0.3 and (L-I)/(L-S) is greater than 0.66.",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",prolate,,
1279,serpentinisation,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0021,,,this vocabulary,alteration_not_specified,,
1280,sheet_ellipsoid,GeologicUnitMorphology_2016,Ellipsoid with one axis much smaller than others H on order of .001 of L or W,,,,This vocabulary,ellipsoid,,
1281,spaced_cleavage,FoliationType_2016,Cleavage in which cleavage domains are spaced at finite intervals as the scale of description. Microlithons of uncleaved rock separate cleavage domains.,,,,Borradaile et al. 1982,cleavage,,
1282,structural_part,CompoundMaterialConstituentPartRole_2016,"Constituent occurs in a structural configuration integral to the rock,such as layering,veinlets,overgrowths. The 'material' composition of these parts will often be other rock materials,not minerals,and 'ParticleGeometryDescription' associated with these describes the geometry of the constituent,not the particles the it is made of. These roles are mostly useful for RockMaterial descriptions that apply to individual samples,because their distribution is unlikely to be pervasive enought to be considered characteristic of a large mass of material.",http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0034,,,This vocabulary,top,,
1283,slaty_cleavage,FoliationType_2016,"Continuous cleavage defined by aligned fine to very-fine grained phylosilicate mineral grains. The individual grains defining the fabric are too small to be seen by the unaided eye. Grades into phyllitic cleavage as grain size increases. Cleavage domains typically less than 100 micrometres wide, rock easily splits into slabs and thin plates.",,,,"Brodie, Kate, Fettes, Douglas, and Harte, Ben, 2007, Structural terms including fault rock terms, in Fettes, D., and Desmons, J., Metamorphic rocks-A classification and Glossary of Terms: Cambridge, UK, Cambridge University Press, p. 24-31., Jackson 1997",continuous_cleavage,,
1284,silicification,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0022,,,this vocabulary,alteration_not_specified,,
1285,scaly_cleavage,FoliationType_2016,"Discrete, anastomosing spaced cleavage characterized by smooth and highly polished/slickensided cleavage surfaces that intersect with one another to form lensoid flakes, scales or chips. Common in pelitic rocks in shear zones, melange, or deformed accretionary complexes.",,,,Based on Jackson 1997,spaced_cleavage,,
1286,sea_level_fall,EventProcess2016,Process of mean sea level falling relative to some datum,http://resource.geosciml.org/classifier/cgi/eventprocess/0065,,,this vocabulary,sea_level_change,,
1287,sea_level_rise,EventProcess2016,Process of mean sea level rising relative to some datum,http://resource.geosciml.org/classifier/cgi/eventprocess/0066,,,this vocabulary,sea_level_change,,
1288,sigmoidal_vein,GeologicUnitMorphology_2016,Vein curved so as to resemble the letter S in section,,,,This vocabulary,vein,,
1289,square_profile,GeologicUnitMorphology_2016,polygonal profile that approximates a square,,,,This vocabulary,polygonal_profile,,
1290,stratification,dh2loop_EarthResourceShape,,,,,,,,
1291,stilpnomelane,"Chace, F.M. (1956)",,,,,,,,
1292,saddle-shaped,EarthResourceShape_2016,Having a curved form like a fold hinge,http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/arcuate_sheet,,,This vocabulary,top,,
1293,same as above,dh2loop_RelativeLocation,,,,,,,,
1294,saussuritised,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0019,,,this vocabulary,alteration_not_specified,,
1295,serpentinised,dh2loop_AlterationType,,,,,,,,
1296,serpentinized,dh2loop_AlterationType,,,,,,,,
1297,sigmoid_sheet,GeologicUnitMorphology_2016,Sheet with 's' curvature of L or W direction,,,,This vocabulary,sheet,,
1298,supersequence,StratigraphicRank_2016,A succession of strata comprising two or more sequences,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0013,,,Haq; B.U.hardenbol; J.; and Vail; P.R.; 1988; Mesozoic and Cenozoic chronostratigraphy an dcycles of sea-level changes; in Wilgus; C.K.; et al.; eds; Sea-level Changes: an Integrated Approach: Society of Sedimentary Geology Special Publication 42; p. 71-108.,megasequence,,
1299,slickensides,"Chace, F.M. (1956)",,,,,,,,
1300,structurally,dh2loop_CompoundMaterialConstituent,,,,,,,,
1301,segregations,,,,,,,,,
1302,skutterudite,"Chace, F.M. (1956)",,,,,,,,
1303,stromeyerite,"Chace, F.M. (1956)",,,,,,,,
1304,slickenline,LineationType_2016,"Lineation on a brittle slip surface defined by grooves, ridges, or striations",,,,based on Neuendorf et al 2005,tectonic_lineation,,
1305,sillimanite,dh2loop_Minerals,,,,,,,,
1306,stylotypite,"Chace, F.M. (1956)",,,,,,,,
1307,saddle_reef,EarthResourceShape_2016,Having a curved form like a fold hinge,http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/arcuate_sheet,,,This vocabulary,top,,
1308,specularite,"Chace, F.M. (1956)",,,,,,,,
1309,strike_slip,FaultMovementType_2016,The net slip of the fault (slip vector) is parallel to the strike of the fault.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0010,,,"GGIC vocabularies working group (Australia), this vocabulary",strike_separation_sense,,
1310,sub_angular,ParticleShape_2016,"A clastic sedimentary particle showing definite effects of slight abrasion, retaining its original general form, and having faces that are virtually untouched and edges and corners that are rounded off to some extent, such as a glacial boulder with numerous (10-20) secondary corners and a roundness value between 0.25 and 0.35 (midpoint at 0.300).",,,,"Powers, M. C., 1953 A new roundness scale for sedimentary particles. Journal of Sedimentary Petrology, v. 23, p. 117-119",top,,
1311,sub-angular,dh2loop_ParticleShape,,,,,,,,
1312,schistosity,FoliationType_2016,"A fabric defined the parallel, planar arrangement of mineral grains having a platy, lamellar, or tabular crystallographic habit that are oriented in a continuous planar or rarely a linear fabric. Schistosity is commonly, but not necessarily, a crystalloblastic foliation. Platy mineral grains typically 1 to 10 mm across (Jackson, 1997), at smaller grain size grades into phyllitic cleavage. Schistosity is typically associated with a continuous cleavage due to the tendency to part parallel to the aligned mineral grains.",0,0,0,NADM metamorphic rock vocabulary SLTTm1.0 2004,,,
1313,segregation,,,,,,,,,
1314,serpentised,dh2loop_AlterationType,,,,,,,,
1315,smithsonite,"Chace, F.M. (1956)",,,,,,,,
1316,spessartine,dh2loop_Minerals,,,,,,,,
1317,stratabound,EarthResourceForm_2016,"A body of mineralisation confined to a single stratigraphic unit.  A stratabound deposit may contain discordant internal structures (eg, brecciation)",,,,this vocabulary,concordant,,
1318,sub_rounded,ParticleShape_2016,"A clastic sedimentary particle showing considerable but incomplete abrasion and an original general form that is still discernible, and having many of its edges and corners noticeably rounded off to smooth curves, such as a cobble with a reduced number (5-10) of secondary corners, a considerably reduced area of the original faces, and a roundness value between 0.35 and 0.49 (midpoint at 0.41).",,,,"Powers, M. C., 1953 A new roundness scale for sedimentary particles. Journal of Sedimentary Petrology, v. 23, p. 117-119",top,,
1319,subordinate,ProportionTerms_2016,Component constitutes less than 50 percent of the volume of the described entity.,,,,this vocabulary,present,,
1320,sub-rounded,dh2loop_ParticleShape,,,,,,,,
1321,sillmanite,"Chace, F.M. (1956)",,,,,,,,
1322,safilorite,"Chace, F.M. (1956)",,,,,,,,
1323,sphalerite,"Chace, F.M. (1956)",,,,,,,,
1324,sand_plain,EventEnvironment_2016,A sand-covered plain dominated by aeolian processes.,http://resource.geosciml.org/classifier/cgi/eventenvironment/0117,,,"Neuendorf et al., 2005",arid_or_semi_arid_environment_setting,aeolian_process_setting,terrestrial_setting
1325,sheet-like,EarthResourceShape_2016,"A body having two dimensions that are much larger or longer than the third, e.g. a dyke-hosted or bed-hosted deposit",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/tabular_prism,,,"Dictionary of Mining 2nd ed, AGI 1997, adapted from",top,,
1326,sperrylite,"Chace, F.M. (1956)",,,,,,,,
1327,sphenolith,GeologicUnitMorphology_2016,"Wedge-like intrusion, partly concordant, partly discordant.",,,,This vocabulary,geologic_body,,
1328,staurolite,dh2loop_Minerals,,,,,,,,
1329,subangular,dh2loop_ParticleShape,,,,,,,,
1330,structural,dh2loop_CompoundMaterialConstituent,,,,,,,,
1331,supratidal,EventEnvironment_2016,"Pertaining to the shore area marginal to the littoral zone, just above high-tide level",http://resource.geosciml.org/classifier/cgi/eventenvironment/0129,,,"Neuendorf et al., 2005",shoreline_settings,subaerial_setting,
1332,sapphirine,dh2loop_Minerals,,,,,,,,
1333,speciation,EventProcess2016,process that results inappearance of new species,http://resource.geosciml.org/classifier/cgi/eventprocess/0069,,,this vocabulary,geologic_process,,
1334,stephanire,"Chace, F.M. (1956)",,,,,,,,
1335,stratified,dh2loop_EarthResourceShape,,,,,,,,
1336,stratiform,EarthResourceForm_2016,"A type of stratabound mineral deposit that is strictly coextensive with one or more sedimentary, metamorphic or igneous layers",,,,this vocabulary,stratabound,,
1337,subdivided,,,,,,,,,
1338,subduction,EventProcess2016,The process of one lithospheric plate descending beneath another,http://resource.geosciml.org/classifier/cgi/eventprocess/0072,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",tectonic_process,,
1339,subrounded,dh2loop_ParticleShape,,,,,,,,
1340,supergroup,StratigraphicRank_2016,A supergroup is a formal assemblage of related or superposed groups or of groups and formations,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0012,,,North American Commission on Stratigraphic Nomenclature; 2005; Salvador; 1994,top,,
1341,supersuite,StratigraphicRank_2016,A formal lithodemic unit next higher in rank to suite. It comprises two or more suites having a degree of natural relationship to one another,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0014,,,North American Commission on Stratigraphic Nomenclature; 2005,top,,
1342,sill_form,GeologicUnitMorphology_2016,A tabular intrusive igneous body with long dimensions parallel to bedding or foliation of  sedimentary or metamorphic host rock.,,,,This vocabulary,geologic_body,,
1343,splitting,,,,,,,,,
1344,sylvanite,"Chace, F.M. (1956)",,,,,,,,
1345,schlieren,ParticleType_2016,"a tabular body, generally a few cm to a few metres long, within a plutonic rockhaving different mineral proportions and colour to the surrounding rock",,,,GGIPAC,aggregate_non-clastic_particle,,
1346,synclinal,dh2loop_EventProcess,,,,,,,,
1347,scapolite,dh2loop_Minerals,,,,,,,,
1348,scheelite,"Chace, F.M. (1956)",,,,,,,,
1349,sinistral,FaultMovementSense_2016,"Left-lateral separation sense, in plan view, the side opposite the observer appears displaced to the left.",http://resource.geosciml.org/classifier/cgi/faultmovementsense/0011,,,GGIC vocabularies working group (Australia),top,,
1350,subhedral,ParticleShape_2016,"Crystalline particles in a rock are partly bounded by crystal faces, usually referring to igneous or metamorphic grains",,,,"MacKenzie, W.S., Donaldson, C.H. & Guilford, C., 1982. Atlas of igneous rocks and their textures. John Wiley & Sons, New York",top,,
1351,surficial,EarthResourceForm_2016,A mineral deposit forming a surficial layer in or on its host rocks,,,"If sedimentary rocks underlying the surface are horizontal, then the surficial deposit will be concordant, and would be expected to be stratiform if preserved in the geologic record.  If the Earth Surface is an erosional surface on older rocks, the deposit will also be unconformity-related.",this vocabulary,top,,
1352,secondary,EarthResourceMaterialRole_2016,"Rocks composed of particles derived from the erosion or weathering of pre-existing rocks, such as residual, chemical, or organic rocks formed of detrital, precipitated, or organically accumulated materials; specif. clastic sedimentary rocks.",0,0,0,"Glossary of Geology. 5th Edition, AGI - online",,,
1353,semseyite,"Chace, F.M. (1956)",,,,,,,,
1354,sericite-,dh2loop_Minerals,,,,,,,,
1355,siegenite,"Chace, F.M. (1956)",,,,,,,,
1356,sometimes,ValueQualifier_2016,Reported property value is observed occasionally,,,,"GeoSciML UML model, definition this vocabulary",top,,
1357,speciment,,,,,,,,,
1358,spreading,EventProcess2016,A process whereby new oceanic crust is formed by upwelling of magma at the center of mid-ocean ridges and by a moving-away of the new material from the site of upwelling at rates of one to ten centimeters per year.,http://resource.geosciml.org/classifier/cgi/eventprocess/0070,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",tectonic_process,,
1359,stringers,,,,,,,,,
1360,structure,"Chace, F.M. (1956)",,,,,,,,
1361,submerged,dh2loop_RelativeLocation,,,,,,,,
1362,slightly,"Chace, F.M. (1956)",,,,,,,,
1363,slippery,,,,,,,,,
1364,salinity,,,,,,,,,
1365,silicate,"Chace, F.M. (1956)",,,,,,,,
1366,silurian,dh2loop_GeologicTime,,,,,,,,
1367,sulphate,dh2loop_Minerals,,,,,,,,
1368,smaltite,"Chace, F.M. (1956)",,,,,,,,
1369,stilbite,dh2loop_Minerals,,,,,,,,
1370,sodalite,dh2loop_Minerals,,,,,,,,
1371,syncline,dh2loop_EventProcess,,,,,,,,
1372,spherule,ParticleType_2016,"A rounded or spherical mass of acicular or fibrous mineral, generally in glassy siliceous lava.",,,,"Williams, Turner, Gilbert 1954",aggregate_non-clastic_particle,,
1373,strongly,dh2loop_ProportionTerms,,,,,,,,
1374,suddenly,,,,,,,,,
1375,s_fabric,FoliationType_2016,"Foliation in mylonite defined by alignment of tabular crystals or deformed mineral grains, often with sigmoid shape, typically curving into an associated ductile shear banding foliation (C fabric) with a consistent sense.",,,,"Geoscience Victoria, Australia",grain_shape_foliation,tectonic_foliation,
1376,sanidine,dh2loop_Minerals,,,,,,,,
1377,sequence,StratigraphicRank_2016,A genetically related succession of strata bounded by unconformites or their correlative conformable contacts; and typically having a thickness of 10-100 metres.,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0009,,,Van Wagoner; J.C.; Posamentierh.W.; Mitchum; R.M.; Vail; P.R.; Sarg; J.F.; Loutit; T.S.hardenbol; J.; 1988; An overview of sequence stratigraphy and key definitions. In: Wilgus; C.K.hastings; B.S.; Kendall; C.G.St.C.; Posamentierh.W.; Ross; C.A.; Van Wagoner; J.C. (Eds.); Sea Level ChangesAn Integrated Approach; vol. 42. SEPM Special Publication; pp. 3945.,supersequence,,
1378,sericite,"Chace, F.M. (1956)",,,,,,,,
1379,shearing,EventProcess2016,"A deformation in which contiguous parts of a body are displaced relatively to each other in a direction parallel to a surface. The surface may be a discrete fault, or the deformation may be a penetrative strain and the shear surface is a geometric abstraction.",http://resource.geosciml.org/classifier/cgi/eventprocess/0068,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",deformation,,
1380,sheeting,"Chace, F.M. (1956)",,,,,,,,
1381,siderite,"Chace, F.M. (1956)",,,,,,,,
1382,smithite,"Chace, F.M. (1956)",,,,,,,,
1383,specimen,"Chace, F.M. (1956)",,,,,,,,
1384,spheroid,GeologicUnitMorphology_2016,"Ellipsoid with L, W, and H dimensions all approximately equal",,,,This vocabulary,ellipsoid,,
1385,spinifex,,,,,,,,,
1386,stannite,"Chace, F.M. (1956)",,,,,,,,
1387,stibnite,"Chace, F.M. (1956)",,,,,,,,
1388,straight,,,,,,,,,
1389,strained,"Chace, F.M. (1956)",,,,,,,,
1390,striking,,,,,,,,,
1391,stringer,,,,,,,,,
1392,stutzite,"Chace, F.M. (1956)",,,,,,,,
1393,subgroup,StratigraphicRank_2016,A subgroup is the lithostratigraphic unit next higher in rank to formation. A subgroup usually consists of several formations.,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0010,,,Salvador; 1994,group,,
1394,shingle,,,,,,,,,
1395,sparkly,,,,,,,,,
1396,speckly,,,,,,,,,
1397,same as,,,,,,,,,
1398,scissor,FaultMovementType_2016,"A fault on which there is increasing offset or separation along the strike from an initial point of no offset, with reverse offset in the opposite direction.",http://resource.geosciml.org/classifier/cgi/faultmovementtype/0008,,,Neuendorf et al 2005,top,,
1399,sheared,"Chace, F.M. (1956)",,,,,,,,
1400,sheeted,EarthResourceShape_2016,"A body having two dimensions that are much larger or longer than the third, e.g. a dyke-hosted or bed-hosted deposit",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/tabular_prism,,,"Dictionary of Mining 2nd ed, AGI 1997, adapted from",top,,
1401,showing,MineralOccurrenceType_2016,"A location at which a mineral or rock that has some potential end use is present in any concentration, in outcrop or float.",,,"The key is that the deposit is defined by the fact of an anomalous concentration of some EarthMaterial. By specifying mineral or rock type we intentionally leave oil,gas, or water deposits out of this category, and include decorative stone, sand and gravel, or other rock that might be quarried.","This vocabulary, modified from Neuendorf et al., 2005 (AGI Glossary)",top,,
1402,sindery,,,,,,,,,
1403,softish,,,,,,,,,
1404,sorting,ProcessingActivity_2016,Processes that operate on particulate material to concentrate a desired component and separate it from waste material.,,,,Based on http://en.wikipedia.org/wiki/Ore_sorting and http://en.wikipedia.org/wiki/Mineral_processing,physical-treatment,,
1405,stained,,,,,,,,,
1406,stopped,,,,,,,,,
1407,stratum,dh2loop_EarthResourceShape,,,,,,,,
1408,surface,WasteStorage_2016,Mining waste storage at open-sky environment (ground level),,,,This vocabulary,top,,
1409,slight,dh2loop_ProportionTerms,,,,,,,,
1410,slowly,,,,,,,,,
1411,sulfur,"Chace, F.M. (1956)",,,,,,,,
1412,simple,,,,,,,,,
1413,spinel,dh2loop_Minerals,,,,,,,,
1414,scarce,"Chace, F.M. (1956)",,,,,,,,
1415,screen,GeologicUnitPartRole_2016,Pendant that is a vertical sheet like pendant in an intrusive igneous rock body.,,,,This vocabulary,pendants,,
1416,smooth,,,,,,,,,
1417,softer,,,,,,,,,
1418,sorted,,,,,,,,,
1419,sphene,"Chace, F.M. (1956)",,,,,,,,
1420,sticky,"Chace, F.M. (1956)",,,,,,,,
1421,straie,"Chace, F.M. (1956)",,,,,,,,
1422,strain,,,,,,,,,
1423,strata,dh2loop_EarthResourceShape,,,,,,,,
1424,streak,"Chace, F.M. (1956)",,,,,,,,
1425,strike,dh2loop_ConventionCode,,,,,,,,
1426,strong,"Chace, F.M. (1956)",,,,,,,,
1427,sudden,,,,,,,,,
1428,sugary,,,,,,,,,
1429,sunken,,,,,,,,,
1430,switch,,,,,,,,,
1431, split ,,,,,,,,,
1432, small ,,,,,,,,,
1433, still ,,,,,,,,,
1434, steel ,,,,,,,,,
1435, sandy ,"Chace, F.M. (1956)",,,,,,,,
1436, shard ,ParticleType_2016,"a vitric fragment in pyroclastic rocks, often with a characteristically curved surface of fracture. Shards generally consist of bubble-wall fragments produced by disintegration of pumice during or after an eruption",,,,GGIPAC,juvenile_pyroclastic_fragment,,
1437, sharp ,,,,,,,,,
1438, shoot ,EarthResourceShape_2016,"A roughly cylindrical body, which may reduce in diameter at one end like a funnel",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/cylinder,,,BGS Mineral Occurrence Database,top,,
1439, soapy ,,,,,,,,,
1440, sodic ,,,,,,,,,
1441, sooty ,,,,,,,,,
1442, south ,,,,,,,,,
1443, spare ,,,,,,,,,
1444, start ,dh2loop_RelativeLocation,,,,,,,,
1445, steam ,,,,,,,,,
1446, steep ,,,,,,,,,
1447, stock ,"Chace, F.M. (1956)",,,,,,,,
1448, suite ,StratigraphicRank_2016,A formal lithodemic unit next higher in rank to lithodeme. It comprises two or more associated lithodemes of the same class (e.g.; plutonic; metamorphic).,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0011,,,North American Commission on Stratigraphic Nomenclature; 2005,supersuite,,
1449, slow ,,,,,,,,,
1450, same ,,,,,,,,,
1451, seam ,,,,,,,,,
1452, seed ,,,,,,,,,
1453, soft ,"Chace, F.M. (1956)",,,,,,,,
1454, some ,,,,,,,,,
1455,traction_saltation_or_suspension_deposition,EventProcess2016,"Deposition of sediment from moving water or air, in which the sediment is transported by entrainment in the moving fluid. Constrast with debris flow or turbidity current deposition in which movement of fluid/sediment mixture is due to incorporation of sediment in fluid.",http://resource.geosciml.org/classifier/cgi/eventprocess/0075,,,this vocabulary,mechanical_deposition,,
1456,turbidity_current_deposition,EventProcess2016,"Deposition from a turbulent, low concentration sediment-water mixture.",http://resource.geosciml.org/classifier/cgi/eventprocess/0077,,,Postma 1986 Geology v. 14 p291-294,mechanical_deposition,,
1457,transposed_bedding_layering,FoliationType_2016,Layering interpreted to have originated as sedimentary bedding that has been transposed as a result of metamorphism and deformation.,,,,this vocabulary,metamorphic_layering_inherited_from_protolith,,
1458,thermal_shock_weathering,EventProcess2016,Propagation of fractures near the surface of solid rock due to expansion and contraction caused by temperature changes. Fractures typically propagate along surfaces close to and subparallel to the surface of the outcrop.,http://resource.geosciml.org/classifier/cgi/eventprocess/0074,,,this vocabulary,physical_weathering,,
1459,three_dimensional_body,GeologicUnitMorphology_2016,Any three dimensional body,,,,This vocabulary,top,,
1460,tectonic_lineation,LineationType_2016,"Penetrative linear structure in a rock body defined by fabric elements that are the product of tectonic processes. Linear is used in the sense that the orientation of the structure can be represented as a line in some sufficiently small neighborhood of any point in the material containig the fabric. Penetrative denotes that the fabric elements defining the structure are repeated at distances so small, compared with the scale of the wholethat they can be considered to pervade it uniformly and be present at every point (paraphrase of Turner and Weiss, 1963, p. 21).",,,,this vocabulary,lineation,,
1461,tectonic_foliation,FoliationType_2016,Foliation in a rock body defined by physical components related to deformation subsequent to solidification of the rock.,,,,this vocabulary,foliation,,
1462,thrust_decollement,FaultMovementSense_2016,A regional-scale low-angle thrust fault.,http://resource.geosciml.org/classifier/cgi/faultmovementsense/0013,,,GeoScience Victoria and others,thrust,,
1463,transitional_crust,EventEnvironment_2016,"Crust formed in the transition zone between continental and oceanic crust, during the history of continental rifting that culminates in the formation of a new ocean.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0138,,,"Neuendorf et al., 2005",crust,,
1464,tectonic_layering,FoliationType_2016,"Layering defined by mineralogical or textural variations in a rock body that are interpreted to be related to deformation or metamorphism, commonly associated with layers that have sharp boundaries. Also known as gneissic foliation. See plates 142-145 (p. 342-349) in Borradaile et al [1982] and plate 46A to 49A in Weiss [1972].",,,,"Weiss 1972, Borradaile et al 1982, this vocabulary",layering,tectonic_foliation,
1465,tectonic_process,EventProcess2016,Processes related to the interaction between or deformation of rigid plates forming the crust of the Earth.,http://resource.geosciml.org/classifier/cgi/eventprocess/0073,,,this vocabulary,geologic_process,,
1466,transpressional,FaultMovementType_2016,A fault along which strike-slip deformation is accompanied by a component of shortening transverse to the fault.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0013,,,GGIC vocabularies working group (Australia),oblique_slip,,
1467,tectonic_block,GeologicUnitPartRole_2016,"The geologic unit part occurs as discrete masses with faulted boundaries, emplaced into the host unit by tectonic processes inside the earth, e.g. blocks in tectonic melange",,,,This vocabulary,inclusion,,
1468,transtensional,FaultMovementType_2016,A fault along which strike-slip deformation is accompanied by a component of extension transverse to the fault.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0014,,,GGIC vocabularies working group (Australia),oblique_slip,,
1469,tabular_prism,GeologicUnitMorphology_2016,"Body defined by pairs of parallel, approximately planar surfaces separated by definable edges. Grades to ellipsoid as edges lose definition, to block as axial ratios approach 1, to polygonal cylinder as L approaches W. L>>W>H. H is in vertical direction, L is horizontal.",,,,This vocabulary,prism,,
1470,tetrahedrite,"Chace, F.M. (1956)",,,,,,,,
1471,thick bedded,"Chace, F.M. (1956)",,,,,,,,
1472,thick_bedded,,,,,,,,,
1473,thick-bedded,,,,,,,,,
