Comments_Field,Comment_Attr_val,Comment_cleaned_text,Comment_Fuzzy_wuzzy,Comment_Score,
Comment_2,indurated grey sed clay sap,indurated grey sed clay sap,mud,100,
Comment_2,indurated irone-rich duricrust,indurated irone rich duricrust,duricrust,101,
Comment_2,indurated ironstone formation,indurated ironstone formation,ironstone,100,
Comment_2,INDURATED IRONSTONE FRAGMENTS IN RESIDUAL CLAYS,indurated ironstone fragments in residual clays,mud,101,
Comment_2,INDURATED IRONSTONE FRAGS IN FERRUGINOUS SOILS,indurated ironstone frags in ferruginous soils,ironstone,100,
Comment_2,INDURATED IRONSTONE HORIZON,indurated ironstone horizon,ironstone,100,
Comment_2,indurated ironstone layer,indurated ironstone layer,ironstone,100,
Comment_2,indurated ironstone with mafic saprock,indurated ironstone with mafic saprock,saprock,101,
Comment_2,indurated massive ultramafic saprock,indurated massive ultramafic saprock,saprock,101,
Comment_2,indurated pseudomottle to hardpanised,indurated pseudomottle to hardpanised,Other,48,
Comment_2,indurated sap,indurated sap,Other,55,
Comment_2,indurated sap clay,indurated sap clay,mud,101,
Comment_2,indurated sap clay interface contact,indurated sap clay interface contact,contact,101,
Comment_2,indurated sap clays,indurated sap clays,mud,101,
Comment_2,indurated sap duricrust,indurated sap duricrust,duricrust,101,
Comment_2,indurated sap + ironstone,indurated sap + ironstone,ironstone,101,
Comment_2,indurated saprock clays,indurated saprock clays,mud,101,
Comment_2,INDURATED SAPROLITE + CLAY,indurated saprolite + clay,mud,101,
Comment_2,indurated saprolite metasediments,indurated saprolite sediments,saprolite,100,
Comment_2,indurated sed,indurated sed,Other,58,
Comment_2,indurated sed + clayey soil,indurated sed + clayey soil,soil,101,
Comment_2,INDURATED SEDIMENT?,indurated sediment,sediment,101,
Comment_2,INDURATED SILCRETE AND CALCRETE,indurated silcrete and calcrete,calcrete,101,
Comment_2,INDURATED SILCRETE & FE-RICH FRAGS WITH SOME STICKY CLAYS,indurated silcrete   fe rich frags with some sticky clays,mud,101,
Comment_2,INDURATED SILCRETE FRAGS IN MALLABLE CLAYS,indurated silcrete frags in mallable clays,mud,101,
Comment_2,indurated silcrete horion,indurated silcrete horion,silcrete,100,
Comment_2,INDURATED SILCRETE HORIZON,indurated silcrete horizon,silcrete,100,
Comment_2,indurated siliceous & ferruginous fragments,indurated siliceous   ferruginous fragments,Other,46,
Comment_2,indurated to puggy clay,indurated to puggy clay,mud,101,
Comment_2,indurated transported gravel lag with weak calcrete,indurated transported gravel lag with weak calcrete,calcrete,101,
Comment_2,insitu laterite,insitu laterite,laterite,101,
Comment_2,insitu nodular laterite,insitu nodular laterite,laterite,101,
Comment_2,insitu pisolitic laterite,insitu pisolitic laterite,laterite,101,
Comment_2,intensely clay altered gab sap,intensely clay altered gab sap,mud,100,
Comment_2,interbedded mg ultramafic+fg mafic volcanic,interbedded mg ultramafic+fg mafic volcanic,mafic,100,
Comment_2,interbedded U-c-fg midstone interflow?,interbedded u c fg midstone,Other,51,
Comment_2,intercalated layered mafic sequence,intercalated layered mafic sequence,mafic,100,
Comment_2,intercalated siliceous basalt + cherty metased and qzvn,intercalated siliceous basalt + cherty sed and qzvn,basalt,100,
Comment_2,INTERCOLATED BLACK SHALES & SILTSTONE,intercolated black shales   siltstone,mudstone,101,
Comment_2,interface sap clays and ironstone,interface sap clays and ironstone,ironstone,101,
Comment_2,interlayered calcareous act-ch and calc-silicate dol-py met-sediment,interlayered calcareous met sediment,sediment,101,
Comment_2,interlayered tlc-cl schist & mgt,interlayered tlc cl schist   mgt,schist,100,
Comment_2,inurated hard clay sap,inurated hard clay sap,mud,100,
Comment_2,iron duricrust - ferruginous saprolite,iron duricrust   ferruginous saprolite,saprolite,101,
Comment_2,iron duricrust-ferruginous saprolite,iron duricrust ferruginous saprolite,saprolite,101,
Comment_2,iron-duricrust pisoliths,iron duricrust pisoliths,duricrust,100,
Comment_2,iron duricrust saprolite,iron duricrust saprolite,saprolite,101,
Comment_2,iron duricrust-saprolite,iron duricrust saprolite,saprolite,101,
Comment_2,iron duricrust? transported?,iron duricrust transported,colluvium,101,
Comment_2,IRONESTONE GRAVEL LAG,ironestone gravel lag,lag,101,
Comment_2,iron nodular duricrust,iron nodular duricrust,duricrust,101,
Comment_2,iron nodular ferruginous saprolite,iron nodular ferruginous saprolite,saprolite,101,
Comment_2,iron nodular saprolite,iron nodular saprolite,saprolite,101,
Comment_2,iron noudlar saproltie,iron noudlar saproltie,Other,54,
Comment_2,iron-pisolith duricrust,iron pisolith duricrust,duricrust,101,
Comment_2,iron pisolithic duricrust,iron pisolithic duricrust,duricrust,101,
Comment_2,iron pisolith nodular duricrust,iron pisolith nodular duricrust,duricrust,101,
Comment_2,iron-rich duricrust-saprolite,iron rich duricrust saprolite,saprolite,101,
Comment_2,iron-rich pisolith duricrust,iron rich pisolith duricrust,duricrust,101,
Comment_2,iron & silica cemented nodular duricrust,iron   silica cemented nodular duricrust,duricrust,101,
Comment_2,ironstone,ironstone,ironstone,101,
Comment_2,ironstone and ferrug sap,ironstone and ferrug sap,ironstone,100,
Comment_2,ironstone and mafic sap,ironstone and mafic sap,mafic,100,
Comment_2,"ironstone bands puggy clays - shear zone?","ironstone bands  puggy clays   shear zone",mud,100,
Comment_2,IRONSTONE FRAGMENTS IN CLAYS,ironstone fragments in clays,mud,101,
Comment_2,IRONSTONE FRAGMENTS IN FERRUGINOUS CLAYS,ironstone fragments in ferruginous clays,mud,101,
Comment_2,IRONSTONE FRAGS IN FERRUGINOUS CLAYS,ironstone frags in ferruginous clays,mud,101,
Comment_2,IRONSTONE GRAVEL,ironstone gravel,gravel,101,
Comment_2,IRONSTONE GRAVEL IN FERRUGINOUS CLAYS,ironstone gravel in ferruginous clays,mud,101,
Comment_2,ironstone gravel lag,ironstone gravel lag,lag,101,
Comment_2,IRONSTONE GRAVEL LAG,ironstone gravel lag,lag,101,
Comment_2,IRONSTONE GRAVEL LAG IN FERRUGINOUS CLAYS,ironstone gravel lag in ferruginous clays,mud,101,
Comment_2,ironstone horizon,ironstone horizon,ironstone,100,
Comment_2,ironstone + indurated sap clays,ironstone + indurated sap clays,mud,101,
Comment_2,ironstone lag,ironstone lag,lag,101,
Comment_2,IRONSTONE LAYER,ironstone layer,ironstone,100,
Comment_2,IRONSTONE LAYER WITH MINOR FERRUGINOUS CLAYS,ironstone layer with minor ferruginous clays,mud,101,
Comment_2,ironstone & quartz rich gravel lag,ironstone   quartz rich gravel lag,lag,101,
Comment_2,ironstone-rich gravel lag,ironstone rich gravel lag,lag,101,
Comment_2,ironstone + sap clays,ironstone + sap clays,mud,101,
Comment_2,IRONSTONE & SILCRETE GRAVEL LAG,ironstone   silcrete gravel lag,lag,101,
Comment_2,ironstone + traces of strongly sheared clayey mafic sap schist,ironstone + traces of strongly sheared clayey mafic sap schist,schist,101,
Comment_2,IRONSTONE WITH SOME VN QZ,ironstone with some vn qz,ironstone,100,
Comment_2,irontone and clay sap,irontone and clay sap,mud,100,
Comment_2,KA FRAGS IN SI MATRIX. ASSOC FG QTZ SA,ka frags in si matrix  assoc fg qtz sa,Other,36,
Comment_2,KAOLINISED RESIDUAL CLAYS,kaolinised residual clays,mud,101,
Comment_2,KH CHLORITIC FGN RSP. + CLAY.,kh chloritic fgn rsp  + clay ,mud,101,
Comment_2,KH CHLORITIC RSP.,kh chloritic rsp ,Other,57,
Comment_2,KH RSP -FOLIATED. + CLAY.,kh rsp  foliated  + clay ,mud,101,
Comment_2,komatiite basalt saprock,komatiite basalt saprock,saprock,101,
Comment_2,komatiitic basalt,komatiitic basalt,basalt,101,
Comment_2,komatiitic basalt + mafic clays,komatiitic basalt + mafic clays,mud,101,
Comment_2,komatittic basalt saprock,komatittic basalt saprock,saprock,101,
Comment_2,komb,komb,Other,50,
Comment_2,komb basalt + mafic clays,komb basalt + mafic clays,mud,101,
Comment_2,LACUSTRINE PUGGY CLAYS,lacustrine puggy clays,mud,101,
Comment_2,LACUSTRINE PUGGY GREEN/GREY CLAYS,lacustrine puggy green grey clays,mud,101,
Comment_2,laminated bi-act-al-qtz meta-sediment and siliceous meta-sediment,laminated bi act al qtz  sediment and siliceous  sediment,sediment,101,
Comment_2,LAMINATED SAPROCK,laminated saprock,saprock,101,
Comment_2,large laths of opx?,large laths of opx,Other,40,
Comment_2,lateric ironstone,lateric ironstone,ironstone,101,
Comment_2,laterite,laterite,laterite,101,
Comment_2,laterite +sap,laterite +sap,laterite,100,
Comment_2,laterite + sap clay,laterite + sap clay,mud,101,
Comment_2,lateritic clays,lateritic clays,mud,101,
Comment_2,lateritic duricrust,lateritic duricrust,duricrust,101,
Comment_2,lateritic duricrust and ironstone,lateritic duricrust and ironstone,ironstone,101,
Comment_2,lateritic duricrust with ironstone,lateritic duricrust with ironstone,ironstone,101,
Comment_2,lateritic gravel,lateritic gravel,gravel,101,
Comment_2,lateritic gravel lag,lateritic gravel lag,lag,101,
Comment_2,lateritic gravel with pisolites,lateritic gravel with pisolites,gravel,100,
Comment_2,lateritic ironstone,lateritic ironstone,ironstone,101,
Comment_2,lateritic ironstone + trace gossanous material,lateritic ironstone + trace gossanous material,ironstone,100,
Comment_2,LATERITIC PISOLITES + SANDY CLAY.,lateritic pisolites + sandy clay ,mud,101,
Comment_2,lateritic residual duricrust,lateritic residual duricrust,duricrust,101,
Comment_2,layered amphibole- magnetite rock met BIF,layered amphibole  magnetite rock,fine_crystalline_sedimentary,101,
Comment_2," layered amphibole-mgt-sul rock meta-BIF sul-ch rock meta-sed & act-qtz-sul rock meta-calc-silicate sed"," layered amphibole mgt sul rock ",fine_crystalline_sedimentary,100,
Comment_2," layered car-sul-trem rock meta-sed cl-act-sul meta-sed & act-cl-ab rock meta-basalt"," layered car sul trem rock ",fine_crystalline_sedimentary,100,
Comment_2,layered mafic or metased + qz-py vein,layered mafic or sed + qz py vein,vein,101,
Comment_2,layered meta-sediment with BIF precursor,layered  sediment with bif precursor,sediment,100,
Comment_2,leached clay sap,leached clay sap,mud,100,
Comment_2,leached hard sap clays,leached hard sap clays,mud,101,
Comment_2,leached mafic sap,leached mafic sap,mafic,100,
Comment_2,leached sap,leached sap,Other,67,
Comment_2,leached sap clays,leached sap clays,mud,101,
Comment_2,leached sap clays + trace ironstone and sugary qz,leached sap clays + trace ironstone and sugary qz,mud,100,
Comment_2,leached saprolite with rare goe pisolites and ferrugenous saprock,leached saprolite with rare goe pisolites and ferrugenous saprock,saprock,101,
Comment_2,leached sap with hem,leached sap with hem,Other,49,
Comment_2,leached sap with minor ferruginous chips,leached sap with minor ferruginous chips,Other,53,
Comment_2,leached white clayey sap,leached white clayey sap,Other,47,
Comment_2,less abdt sulphides than above,less abdt sulphides than above,Other,48,
Comment_2,less sulphides,less sulphides,Other,73,
Comment_2,L GY/W CLAY + MINOR SAP/SSH.,l gy w clay + minor sap ssh ,mud,100,
Comment_2,light beige,light beige,Other,57,
Comment_2,LIGHT BROWN/WHITE CLAY.,light brown white clay ,mud,101,
Comment_2,lightly altered basalt with fairly abdt translucent vein quartz,lightly altered basalt with fairly abdt translucent vein quartz,vein,101,
Comment_2,lightly schistose umf,lightly schistose umf,Other,52,
Comment_2,lightly siliceous fine gabdol,lightly siliceous fine gab,Other,49,
Comment_2,LIGHT PU/BR/W CLAY + MINOR RSP-SSH?,light pu br w clay + minor rsp ssh,mud,100,
Comment_2,lime green saprolite clays,lime green saprolite clays,mud,101,
Comment_2,LIMONITIC CLAYS WITH OCCASIONAL INDURATED FERRUGINOUS FRAGS,limonitic clays with occasional indurated ferruginous frags,mud,100,
Comment_2,limonitic in appearance,limonitic in appearance,Other,48,
Comment_2,limonitic saprolitic clays,limonitic saprolitic clays,mud,101,
Comment_2,limonitic saprolitic clays to saprock,limonitic saprolitic clays to saprock,saprock,101,
Comment_2,limonitic saprolitic clays with green cherty frags & some vn qtz,limonitic saprolitic clays with green cherty frags   some vn qtz,mud,100,
Comment_2,limonitic saprolitic clays with ironstone bands,limonitic saprolitic clays with ironstone bands,mud,100,
Comment_2,limonitic saprolitic clays with some bands of ironstone,limonitic saprolitic clays with some bands of ironstone,ironstone,101,
Comment_2,limonitic saprolitic clays with some ironstone bands,limonitic saprolitic clays with some ironstone bands,mud,100,
Comment_2,limonitic saprolitic clay with some bands of ironstone,limonitic saprolitic clay with some bands of ironstone,ironstone,101,
Comment_2,limonitic & smectitic residual clays,limonitic   smectitic residual clays,mud,101,
Comment_2,lineated gnessic schist,lineated gnessic schist,schist,101,
Comment_2,lithic pebbles pisolites sand,lithic pebbles pisolites sand,sand,101,
Comment_2,lithic pebbles pisolites + sand,lithic pebbles pisolites + sand,sand,101,
Comment_2,lithic pebbles pisolites sand minor cal/silcrete,lithic pebbles pisolites sand minor cal silcrete,silcrete,101,
Comment_2,lithic pebbles pisolites sandy minor calcrete,lithic pebbles pisolites sandy minor calcrete,calcrete,101,
Comment_2,lithified calcrete,lithified calcrete,calcrete,101,
Comment_2,lithified calcrete+minor lithic pebbles+sand,lithified calcrete+minor lithic pebbles+sand,gravel,100,
Comment_2,lithified calcrete + minor Na/Nc,lithified calcrete + minor na nc,calcrete,100,
Comment_2,lithified calcrete + sand + pebbles,lithified calcrete + sand + pebbles,gravel,101,
Comment_2,lithified calcrete/silcrete,lithified calcrete silcrete,silcrete,101,
Comment_2,lithified massive silcrete/calcrete,lithified massive silcrete calcrete,calcrete,101,
Comment_2,lithified silcrete/calcrete + clays,lithified silcrete calcrete + clays,mud,101,
Comment_2,lithified silcrete/calcrete + minor Na/Nc,lithified silcrete calcrete + minor na nc,silcrete,100,
Comment_2,lithified silcrete/calcrete + minor Nc,lithified silcrete calcrete + minor nc,silcrete,100,
Comment_2,long - upto 5mm apy needles,long   upto 5mm apy needles,Other,40,
Comment_2,LOOSELY PACKED AGGREGATES OF CLAY WITH SOME CALCRETE,loosely packed aggregates of clay with some calcrete,calcrete,101,
Comment_2,LOOSE QTZ-RICH SAND,loose qtz rich sand,sand,101,
Comment_2,l oxidised py introng ta-cl schist,l oxidised py introng ta cl schist,schist,101,
Comment_2,L Y/W/BR XCY + XSI+INDURATED XIR.,l y w br xcy + xsi+indurated xir ,Other,38,
Comment_2,mafic,mafic,mafic,101,
Comment_2,mafic basalt,mafic basalt,basalt,101,
Comment_2,mafic basalt + talc umf,mafic basalt + talc umf,basalt,100,
Comment_2,mafic clayey sap schist,mafic clayey sap schist,schist,101,
Comment_2,mafic clay sap,mafic clay sap,mud,100,
Comment_2,mafic component of gneissic schist,mafic component of gneissic schist,schist,101,
Comment_2,mafic component to mg gneissic rock,mafic component to mg gneissic rock,fine_crystalline_sedimentary,101,
Comment_2,mafic rock,mafic rock,fine_crystalline_sedimentary,101,
Comment_2,mafic rock poss doleritic,mafic rock poss doleritic,mafic,100,
Comment_2,mafic rock with sugary ferug qz,mafic rock with sugary ferug qz,mafic,100,
Comment_2,mafic sap,mafic sap,mafic,100,
Comment_2,mafic sap clay,mafic sap clay,mud,101,
Comment_2,mafic sap clays,mafic sap clays,mud,101,
Comment_2,mafic sap + qz,mafic sap + qz,mafic,100,
Comment_2,mafic saprock,mafic saprock,saprock,101,
Comment_2,mafic saprock poss komb,mafic saprock poss komb,mafic,100,
Comment_2,mafic saprock poss umf,mafic saprock poss umf,mafic,100,
Comment_2,mafic saprock with fresh parts and cherty mafic bands,mafic saprock with fresh parts and cherty mafic bands,mafic,100,
Comment_2,mafic sap schist,mafic sap schist,schist,101,
Comment_2,mafic sap schist clayey,mafic sap schist clayey,schist,100,
Comment_2,mafic sap schist + garnet schist at bottom of hole,mafic sap schist + garnet schist at bottom of hole,schist,100,
Comment_2,mafic schist,mafic schist,schist,101,
Comment_2,MAFIC SCHIST,mafic schist,schist,101,
Comment_2,mafic schist - chlorite- tremolite,mafic schist   chlorite  tremolite,schist,100,
Comment_2,mafic schist + felsic and trace qz,mafic schist + felsic and trace qz,schist,100,
Comment_2,mafic schist sap,mafic schist sap,schist,100,
Comment_2,mafic schist sap clay,mafic schist sap clay,mud,101,
Comment_2,mafic schist slightly green,mafic schist slightly green,schist,100,
Comment_2,mafic schist + sl talc alteration,mafic schist + sl talc alteration,schist,100,
Comment_2,mafic schist with fairly abdt sulphides,mafic schist with fairly abdt sulphides,schist,100,
Comment_2,mafic schist with poss serp altn,mafic schist with poss serp altn,schist,100,
Comment_2,mafic schist with some recrystallized quartz,mafic schist with some recrystallized quartz,vein,101,
Comment_2,mafic shale,mafic shale,mudstone,101,
Comment_2,mafic/umf clayey saprock schist,mafic umf clayey saprock schist,schist,101,
Comment_2,mafic/umf sap clays + serc schist,mafic umf sap clays + serc schist,schist,101,
Comment_2,mafic volcanic with siliceous glass filled vesicles?,mafic volcanic with siliceous glass filled vesicles,mafic,100,
Comment_2,"magnetic mafic with si-serc alteration zones semi massive py and needles of aspy","magnetic mafic with si serc alteration zones  semi massive py and needles of aspy",mafic,100,
Comment_2,magnetite alteration and laminated qz-aspy qzvn,magnetite alteration and laminated qz aspy qzvn,Other,43,
Comment_2,magnetite rich mafic,magnetite rich mafic,mafic,101,
Comment_2,magnetite rich umf poss peridotite with weak hem? or cinnabar alteration?,magnetite rich umf poss peridotite with weak hem or cinnabar alteration,peridotite,100,
Comment_2,major mineralisation meta-sediment altered with aspy stockwork veinlets,major mineralisation  sediment altered with aspy stockwork veinlets,sediment,100,
Comment_2,major white qz-py vein with very fine euhedral dissem py and veinlets + minor smoky qz + poss aspy,major white qz py vein with very fine euhedral dissem py and veinlets + minor smoky qz + poss aspy,vein,100,
Comment_2,mallable,mallable,Other,71,
Comment_2,MALLABLE,mallable,Other,71,
Comment_2,MALLABLE CLAYS WITH IRONSTONE NODUALS,mallable clays with ironstone noduals,mud,100,
Comment_2,mallable clays with relatively fresh mafic fragments,mallable clays with relatively fresh mafic fragments,mud,100,
Comment_2,MALLABLE FERRUGINOUS TRANSPORTED CLAYS,mallable ferruginous transported clays,mud,101,
Comment_2,MALLABLE FERRUGINOUS TRANSPORTED CLAYS WITH FINE PISOLITES,mallable ferruginous transported clays with fine pisolites,mud,100,
Comment_2,MALLABLE SMECTITIC & FERRUGINOUS CLAYS,mallable smectitic   ferruginous clays,mud,101,
Comment_2,MAS,mas,Other,67,
Comment_2,MASSIVE,massive,Other,62,
Comment_2,massive aspy-po-py sulphide mineralisation,massive aspy po py sulphide mineralisation,mineralisation,101,
Comment_2,massive basalt,massive basalt,basalt,101,
Comment_2,massive basaltic rock,massive basaltic rock,fine_crystalline_sedimentary,101,
Comment_2,massive calctrete,massive calctrete,Other,64,
Comment_2,massive ex-high mg-basalt,massive ex high mg basalt,basalt,101,
Comment_2,MASSIVE FGN TO MGN TALCOSE - CHLORITIC MAFIC,massive fgn to mgn talcose   chloritic mafic,mafic,101,
Comment_2,massive fine grained mafic,massive fine grained mafic,mafic,101,
Comment_2,massive mafic,massive mafic,mafic,101,
Comment_2,massive medium grained basalt,massive medium grained basalt,basalt,101,
Comment_2,massive po with pox py & cl,massive po with pox py   cl,Other,44,
Comment_2,massive q-vein in saprolite >1m thick,massive q vein in saprolite 1m thick,saprolite,100,
Comment_2,massive sulphides & vein quartz,massive sulphides   vein quartz,vein,101,
Comment_2,massive sulphide zone with qz-py alteration,massive sulphide zone with qz py alteration,massive_sulphide,100,
Comment_2,med-coarse,med coarse,Other,67,
Comment_2,med-coarse grained gabbro? poss oxidised sulphides and strong silica replacement,med coarse grained gabbro poss oxidised sulphides and strong silica replacement,gabbro,100,
Comment_2,med-coarse qz-feld-mu-+bt granitic rock,med coarse qz feld mu +bt granitic rock,fine_crystalline_sedimentary,101,
Comment_2,med-fine,med fine,Other,60,
Comment_2,medium grained mafic - posibly gabbro,medium grained mafic   posibly gabbro,gabbro,101,
Comment_2,medium grained mafic - possibly gabbro,medium grained mafic   possibly gabbro,gabbro,101,
Comment_2,medium grained metasediments,medium grained sediments,Other,63,
Comment_2,medium grained partially weathered mafic?,medium grained partially weathered mafic,mafic,101,
Comment_2,medium grained quartz-rich gabbro?,medium grained quartz rich gabbro,gabbro,101,
Comment_2,medium grained slightly weathered um with ferruginou cherty fragment,medium grained slightly weathered um with ferruginou cherty fragment,Other,38,
Comment_2,medium grained um with abdt whispy mgt stringers,medium grained um with abdt whispy mgt stringers,Other,38,
Comment_2,med to coarser grained equigranular dolerite,med to coarser grained equigranular dolerite,dolerite,101,
Comment_2,metabasalt to dolerite saprock,basalt to dolerite saprock,saprock,101,
Comment_2,meta Cr-spinel ultramafic rock,cr spinel ultramafic rock,fine_crystalline_sedimentary,101,
Comment_2,metamorphosed dsandstone sap,morphosed dsandstone sap,Other,55,
Comment_2,meta-sediment, sediment,sediment,101,
Comment_2,metb with recrystallized vn qtz & v. abdt sulphides,metb with recrystallized vn qtz   v  abdt sulphides,Other,42,
Comment_2,"mg amphibole-rich massive","mg  amphibole rich  massive",Other,56,
Comment_2,"mg amphibole-rich massive Mg?","mg  amphibole rich  massive mg",Other,56,
Comment_2,mg-cg pebbly pisoliths+lithics min qtz sand+clay,mg cg pebbly pisoliths+lithics min qtz sand+clay,mud,100,
Comment_2,"mg massive","mg  massive",Other,61,
Comment_2,mg massive acircular amphibole,mg massive acircular amphibole,Other,48,
Comment_2,"mg massive clayey","mg  massive  clayey",Other,52,
Comment_2,mg massive Md contaminated,mg massive md contaminated,Other,58,
Comment_2,mg massive olivine cumulate,mg massive olivine cumulate,Other,47,
Comment_2,mg massive olivine phenocrysts,mg massive olivine phenocrysts,Other,50,
Comment_2,MGN,mgn,Other,50,
Comment_2,MGN CARBONATED MAFIC,mgn carbonated mafic,mafic,101,
Comment_2,MGN - CGN MAFIC,mgn   cgn mafic,mafic,101,
Comment_2,MGN EXTREMELY CHLORITIZED - CARBONATED MAFIC,mgn extremely chloritized   carbonated mafic,mafic,101,
Comment_2,MGN MAFIC WITH ALTERATION ALONG JOINTS,mgn mafic with alteration along joints,mafic,100,
Comment_2,MGN MAFIC WITH TRACES OF SULPHIDES,mgn mafic with traces of sulphides,mafic,100,
Comment_2,MGN MASSIVE MAFIC WITH TRACES OF SULPHIDES,mgn massive mafic with traces of sulphides,mafic,100,
Comment_2,MGN TALCOSE- CHLORITIC MAFIC,mgn talcose  chloritic mafic,mafic,101,
Comment_2,MGN TO CGN CHLORITE - CARBONATE SCHIST,mgn to cgn chlorite   carbonate schist,schist,101,
Comment_2,MGN TO CGN MAFIC/GABBRO,mgn to cgn mafic gabbro,gabbro,101,
Comment_2,"mg weakly foliated contaminated","mg  weakly foliated  contaminated",Other,56,
Comment_2,micaceous black shale,micaceous black shale,mudstone,101,
Comment_2,micaceous chloritic mafic schist,micaceous chloritic mafic schist,schist,101,
Comment_2,micaceous-chloritic mafic schist with some vein qtz fragments,micaceous chloritic mafic schist with some vein qtz fragments,schist,100,
Comment_2,micaceous mafic sap,micaceous mafic sap,mafic,100,
Comment_2,mica-cl mafic soapy schist saprock,mica cl mafic soapy schist saprock,saprock,101,
Comment_2,milky qvn,milky qvn,Other,40,
Comment_2,MILKY VN QZ & BANDED CHERT WITH DISSEMINATED SULPHIDES IN BLEACHED CLAYS,milky vn qz   banded chert with disseminated sulphides in bleached clays,mud,101,
Comment_2,MINOR CHERTY VNS/SCT? RSP-SSH.MOSTLY CLAY.,minor cherty vns sct rsp ssh mostly clay ,mud,101,
Comment_2,minor dissemiated sulphides,minor dissemiated sulphides,Other,51,
Comment_2,MINOR GN SMECTITE CYS EX U?,minor gn smectite cys,Other,52,
Comment_2,minor hard calcrete pebbles,minor hard calcrete pebbles,gravel,101,
Comment_2,minor ironstone in clay sap,minor ironstone in clay sap,mud,100,
Comment_2,MINOR QZ VNS. FOLIATED SSH. CHLORITE RICH.,minor qz vns  foliated ssh  chlorite rich ,Other,47,
Comment_2,MINOR R CY,minor r cy,Other,48,
Comment_2,mixed alluvial+colluvial sand+lithics,mixed alluvial+colluvial sand+lithics,sand,100,
Comment_2,mixed alluvium - colluvium,mixed alluvium   colluvium,colluvium,101,
Comment_2,mixed alluvium + colluvium,mixed alluvium + colluvium,colluvium,101,
Comment_2,"mixed alluvium+colluvium ferruginous hardpan","mixed alluvium+colluvium  ferruginous  hardpan",colluvium,100,
Comment_2,"mixed alluvium + colluvium hardpan","mixed alluvium + colluvium  hardpan",colluvium,100,
Comment_2,mixed alluvium + colluvium - hardpan,mixed alluvium + colluvium   hardpan,colluvium,100,
Comment_2,mixed alluvium-colluvium-hardpan,mixed alluvium colluvium hardpan,colluvium,100,
Comment_2,"mixed clay pisolites + sand","mixed clay  pisolites + sand",mud,100,
Comment_2,mixed clluvium+fresh fg maficvolcanic?,mixed clluvium+fresh fg mafic,mafic,101,
Comment_2,mixed colluvial + alluvial material,mixed colluvial + alluvial material,alluvium,100,
Comment_2,mixed colluvial lithic fragments,mixed colluvial lithic fragments,Other,54,
Comment_2,"mixed colluvial+lithified calcreteabundantpisol","mixed colluvial+lithified calcrete abundant pisol",calcrete,100,
Comment_2,mixed colluvial material,mixed colluvial material,Other,62,
Comment_2,"mixed colluvial + material hardpan","mixed colluvial + material  hardpan",Other,53,
Comment_2,"mixed colluvial material mainly mafics+pisol","mixed colluvial material  mainly mafics+pisol",Other,43,
Comment_2,"mixed colluvial pebbles cobbles + sand","mixed colluvial pebbles  cobbles + sand",gravel,100,
Comment_2,"mixed colluvial sandpebbles+cobblesmainly maf","mixed colluvial sand pebbles+cobbles mainly maf",gravel,100,
Comment_2,mixed colluvium,mixed colluvium,colluvium,101,
Comment_2,mixed colluvium + alluvial mat residual soil?,mixed colluvium + alluvial mat residual soil,soil,101,
Comment_2,mixed colluvium + alluvium - hardpan,mixed colluvium + alluvium   hardpan,colluvium,100,
Comment_2,mixed colluvium alluvium + minor calcrete,mixed colluvium alluvium + minor calcrete,calcrete,101,
Comment_2,"mixed colluvium pisoliths hardpan","mixed colluvium  pisoliths  hardpan",colluvium,100,
Comment_2,"mixed colluvium qtz sand+silcrete/calcrete","mixed colluvium  qtz sand+silcrete calcrete",sand,100,
Comment_2,mixed fine-pebbly material,mixed fine pebbly material,Other,49,
Comment_2,"mixed mafic lithicspisolqz sand-harpan","mixed mafic lithics pisol qz sand harpan",sand,100,
Comment_2,"mixed mottled clayspisol+calc podscolluvium","mixed mottled clays pisol+calc pods colluvium",mud,100,
Comment_2,"mixed Nc pisoliths + sand","mixed nc  pisoliths + sand",sand,100,
Comment_2,"mixed Nc pisoliths + sand hardpan","mixed nc  pisoliths + sand  hardpan",sand,100,
Comment_2,mixed pisliths pebbles minor calcrete,mixed pisliths pebbles minor calcrete,calcrete,101,
Comment_2,mixed pisolites clay minor Sil/calcrete,mixed pisolites clay minor sil calcrete,calcrete,101,
Comment_2,mixed pisolites + lithic pebbles clayey W?,mixed pisolites + lithic pebbles clayey w,gravel,100,
Comment_2,mixed pisolites pebbles sand,mixed pisolites pebbles sand,sand,101,
Comment_2,mixed pisolites sand + lithic fragments,mixed pisolites sand + lithic fragments,sand,100,
Comment_2,mixed pisolites sand lithic pebbles,mixed pisolites sand lithic pebbles,gravel,101,
Comment_2,"mixed pisolites sand minor M lithics","mixed pisolites  sand  minor m lithics",sand,100,
Comment_2,mixed pisolites sand pebbles,mixed pisolites sand pebbles,gravel,101,
Comment_2,mixed pisoliths lithic pebbles clayey,mixed pisoliths lithic pebbles clayey,gravel,100,
Comment_2,mixed pisoliths lithic pebbles + sand,mixed pisoliths lithic pebbles + sand,sand,101,
Comment_2,mixed pisoliths Nc + clay,mixed pisoliths nc + clay,mud,101,
Comment_2,mixed pisoliths pebbles clayey,mixed pisoliths pebbles clayey,gravel,100,
Comment_2,mixed pisoliths pebbles minor q sand,mixed pisoliths pebbles minor q sand,sand,101,
Comment_2,"mixed qtz sand abundant pisolites + clay","mixed qtz sand  abundant pisolites + clay",mud,100,
